Trait,Trait_Info,Paper_ID,Cohort_ID,Rodent_type,Strain,Shared_Control,F0_Parent_Exposed,Lineage_HFD,Exposure_Type,F2_Diet_at_measurement,Age_Days,Sex,Generation,Mean_Control,SD_Control,SEM_Control,Sample_Size_n_Control,Estimated_or_Exact_sample_control.,Mean_Treatment,SD_Treatment,SEM_Treatment,Sample_Size_n_Treatment,Estimated_or_Exact_sample_treatment..,Source,Group_Label_Paper,yi,vi
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,196,Male,F3,31.76166,3.589742502,1.0362694,12,Exact,35.65,4.038460402,1.17,12,Exact,Fig 4,"I(Control), III(Treatment) - MALES",0.002293812,0.093042953
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,196,Male,F3,31.76166,3.589742502,1.0362694,12,Exact,37.59,5.833331653,1.68,12,Exact,Fig 4,"I(Control), IV(Treatment) - MALES",0.317029675,0.09398039
Body_Weight,None,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,Multigenerational,Standard,28,Female,F3,12.38629289,1.532773645,0.442473638,12,Exact,12.39,2.3,0.66,12,Exact,Fig 4,"I(Control), III(Treatment) -  Females",0.405530942,0.095056865
Body_Weight,None,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,Multigenerational,Standard,28,Female,F3,12.38629289,1.532773645,0.442473638,12,Exact,12.28,2.3,0.66,12,Exact,Fig 4,"I(Control), IV(Treatment) - Females",0.414448715,0.095108542
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,28,Male,F3,12.05443767,1.915967057,0.553092048,12,Exact,11.72,2.3,0.66,12,Exact,Fig 4,"I(Control), III(Treatment) - MALES",0.210822717,0.096223693
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,28,Male,F3,12.05443767,1.915967057,0.553092048,12,Exact,11.94,1.92,0.55,12,Exact,Fig 4,"I(Control), IV(Treatment) - MALES",0.011641456,0.095169155
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,Multigenerational,Standard,168,Female,F3,2.89,1.71,0.49,12,Estimate,3.802469136,1.667900778,0.481481481,12,Estimate,NA,"I(Control), III(Treatment)",-0.29932168,0.136117868
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,Multigenerational,Standard,168,Female,F3,2.89,1.71,0.49,12,Estimate,4.037037037,1.411300658,0.407407407,12,Estimate,NA,"I(Control), IV(Treatment)",-0.526236153,0.130268716
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,168,Male,F3,2.88,1.8,0.52,12,Estimate,4,0.983633792,0.283950617,12,Estimate,NA,"I(Control), III(Treatment) - MALES",-0.932792346,0.128500421
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,Multigenerational,Standard,168,Male,F3,2.88,1.8,0.52,12,Estimate,4.296296296,1.026400479,0.296296296,12,Estimate,NA,"I(Control), IV(Treatment) - MALES",-0.961691695,0.128217417
Body_Weight,None,Nasu2007,Nasu2007,Rat,Wistar,1,Female,f-f-fm,Multigenerational,HFD,0,Both,F2,5.4,0.4,0.06172134,42,Exact,5,0.4,0.05,64,Exact,Table 3,C-N F3(Control) C-F F3(Treatment),0.072702427,0.020362272
Glucose,FBG,Nasu2007,Nasu2007,Rat,Wistar,1,Female,f-f-fm,Multigenerational,HFD,14,Both,F2,134.2629482,67.13117855,10.35856574,42,Exact,154.9800797,63.74501992,7.96812749,64,Exact,Fig1,C-N F3(Control) C-F F3(Treatment),-0.199512559,0.028727346
Triglycerides,Serum Triglyceride,Nasu2007,Nasu2007,Rat,Wistar,1,Female,f-f-fm,Multigenerational,HFD,119,Female,F2,10.7,3.5,NA,3,Exact,4.5,0.7,NA,4,Exact,Table 5,C-N F3(Control) C-F F3(Treatment),-0.826604901,0.458381464
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,1,Female,f-f-m,Multigenerational,HFD,0,Male,F2,6.29572,1.254633025,0.22178988,32,Estimate,6.14,0.371712469,0.08,24,Estimate,Fig 2,R(Control) HF(Treatment) - F2,-1.185822382,0.039261932
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,2,Female,f-f-m,Multigenerational,HFD,0,Male,F3,5.828794,0.31517508,0.05252918,36,Estimate,5.69,0.406051188,0.06,40,Estimate,Fig 2,R(Control) HF(Treatment) - F3,0.275985605,0.027314758
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,3,Female,f-f-f,Multigenerational,HFD,0,Female,F2,5.941634,1.023516418,0.18093385,32,Estimate,6.01,0.486085514,0.1,24,Estimate,Fig 2,R(Control) HF(Treatment) - F2,-0.750445354,0.039068041
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,4,Female,f-f-f,Multigenerational,HFD,0,Female,F3,5.626459,0.52529184,0.08754864,36,Estimate,5.5,0.664447473,0.11,40,Estimate,Fig 2,R(Control) HF(Treatment) - F3,0.256268832,0.027713214
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,5,Female,f-f-m,Multigenerational,HFD,21,Male,F2,50.212766,8.844514764,2.55319149,12,Exact,53.4,13.23944611,4.68,8,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.367835826,0.127152223
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,6,Female,f-f-m,Multigenerational,HFD,21,Male,F3,53.404255,6.98572559,1.4893617,22,Exact,62.13,6.728250327,2.13,10,Exact,Fig 2,R(Control) HF(Treatment) - F3,-0.157146245,0.081315584
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,7,Female,f-f-f,Multigenerational,HFD,21,Female,F2,49.574468,6.660628009,1.4893617,20,Exact,54.04,16.21494372,4.68,12,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.822609679,0.080175636
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,8,Female,f-f-f,Multigenerational,HFD,21,Female,F3,51.489362,8.338688488,1.70212766,24,Exact,60,13.01877323,2.55,26,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.290777993,0.044642726
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,9,Female,f-f-m,Multigenerational,HFD,112,Male,F2,462.5,59.53924651,17.1875,12,Exact,574.22,86.17863896,30.47,8,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.179394624,0.121079624
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,10,Female,f-f-m,Multigenerational,HFD,112,Male,F3,493.75,36.64387312,7.8125,22,Exact,596.09,46.94005902,14.84,10,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.091008892,0.080235543
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,11,Female,f-f-f,Multigenerational,HFD,112,Female,F2,457.8125,45.42013079,10.15625,20,Exact,601.56,92.01519915,26.56,12,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.452070542,0.074212233
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,12,Female,f-f-f,Multigenerational,HFD,112,Female,F3,483.59375,61.23724357,12.5,24,Exact,582.81,91.62300688,17.97,26,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.214571679,0.043357822
Adiposity,Body Fat Mass,Tait2015,Tait2015ffmF2,Rat,Wistar,1,Female,f-f-m,Multigenerational,HFD,115,Male,F2,150,44.95513311,15.89403974,8,Exact,263.2450331,91.78339676,32.45033113,8,Exact,Fig 3,R(Control) HF(Treatment) - F2,0.151316479,0.169280322
Adiposity,Body Fat Mass,Tait2015,Tait2015ffmF3,Rat,Wistar,2,Female,f-f-m,Multigenerational,HFD,115,Male,F3,135.4304636,35.58948038,12.58278146,8,Exact,241.3907285,71.17896076,25.16556291,8,Exact,Fig 3,R(Control) HF(Treatment) - F3,0.115188605,0.162357888
Adiposity,Body Fat Mass,Tait2015,Tait2015fffF2,Rat,Wistar,3,Female,f-f-f,Multigenerational,HFD,115,Female,F2,80.65217391,10.45288285,3.695652174,8,Exact,120.6521739,31.35864856,11.08695652,8,Exact,Fig 3,R(Control) HF(Treatment) - F2,0.695846238,0.153400928
Adiposity,Body Fat Mass,Tait2015,Tait2015fffF3,Rat,Wistar,4,Female,f-f-f,Multigenerational,HFD,115,Female,F3,66.52173913,23.98014301,8.47826087,8,Exact,108.2608696,22.75039209,8.043478261,8,Exact,Fig 3,R(Control) HF(Treatment) - F3,-0.539658709,0.164620968
