Trait,Trait_Info,Paper_ID,Cohort_ID,Rodent_type,Strain,Shared_Control,F0_Parent_Exposed,Lineage_HFD,Exposure_Type,F2_Diet_at_measurement,Age_Days,Sex,Generation,Mean_Control,SD_Control,SEM_Control,Sample_Size_n_Control,Estimated_or_Exact_sample_control.,Mean_Treatment,SD_Treatment,SEM_Treatment,Sample_Size_n_Treatment,Estimated_or_Exact_sample_treatment..,Source,Group_Label_Paper,yi,vi
Body_Weight,None,King2013,King2013ffmf,Mouse,C57BL/6,5,Female,f-fm-f,One off,Standard,21,Female,F2,9.97,1.043551628,0.33,10,Exact,10.18,0.06,0.02,9,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-2.869940622,0.119154979
Body_Weight,None,King2013,King2013ffmf,Mouse,C57BL/6,6,Female,f-fm-f,One off,Standard,180,Female,F2,27.1,2.972541001,0.94,10,Exact,27.08,2.4,0.8,9,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.206265681,0.120131434
Glucose,GTT,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,1734.230769,233.6538462,77.88461538,9,Estimate,1848.461538,332.3076923,110.7692308,9,Estimate,Fig5,mCON/pCON (Control) m/CON/pDIO (Treatment),0.288430856,0.130607941
Glucose,GTT,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,1582.450331,353.1456954,117.7152318,9,Estimate,1369.370861,290.5629139,96.85430464,9,Estimate,Fig5,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.050437503,0.135536166
Glucose,GTT,King2013,King2013ffm,Mouse,C57BL/6,3,Female,f-f-m,One off,Standard,180,Male,F2,1734.230769,233.6538462,77.88461538,9,Estimate,1734.732824,422.519084,140.8396947,9,Estimate,Fig5,mCON/pCON (Control) mDIO/pCON (Treatment),0.592104429,0.133608435
Glucose,GTT,King2013,King2013fff,Mouse,C57BL/6,4,Female,f-f-f,One off,Standard,180,Female,F2,1582.450331,353.1456954,117.7152318,9,Estimate,1411.092715,299.5033113,99.83443709,9,Estimate,Fig5,mCON/pCON (Control) mDIO/pCON (Treatment),-0.050145124,0.135539092
Glucose,GTT,King2013,King2013ffmm,Mouse,C57BL/6,5,Female,f-fm-m,One off,Standard,180,Male,F2,1734.230769,233.6538462,77.88461538,9,Estimate,1870.419847,453.4351145,151.1450382,9,Estimate,Fig5,mCON/pCON (Control) mDIO/pDIO (Treatment),0.587412483,0.13354687
Glucose,GTT,King2013,King2013ffmf,Mouse,C57BL/6,6,Female,f-fm-f,One off,Standard,180,Female,F2,1582.450331,353.1456954,117.7152318,9,Estimate,1490.625,284.2105263,94.73684211,9,Estimate,Fig5,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.15738646,0.134572819
Adiposity,Mesenteric Fat Weight,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,0.82,0.132287566,0.05,7,Exact,0.73,0.21,0.07,9,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.55755592,0.158746329
Adiposity,Subcutaneous Fat Weight,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,0.79,0.211660105,0.08,7,Exact,0.86,0.27,0.09,9,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.137707472,0.167039966
Adiposity,Retroperitoneal Fat Weight,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,0.31,0.132287566,0.05,7,Exact,0.31,0.12,0.04,9,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.118319674,0.188497225
Adiposity,Epididymal Fat Weight,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,0.97,0.370405184,0.14,7,Exact,1.08,0.36,0.12,9,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.156747049,0.179010132
Adiposity,Mesenteric Fat Weight,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,0.65,0.169705627,0.06,8,Exact,0.56,0.169705627,0.06,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.149035579,0.162857445
Adiposity,Subcutaneous Fat Weight,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,1.15,0.480832611,0.17,8,Exact,0.88,0.254558441,0.09,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.368393453,0.175169406
Adiposity,Retroperitoneal Fat Weight,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,0.34,0.169705627,0.06,8,Exact,0.19,0.113137085,0.04,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.17645644,0.218320341
Adiposity,Mesenteric Fat Weight,King2013,King2013ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,180,Male,F2,0.82,0.132287566,0.05,7,Exact,0.95,0.21,0.07,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.29413847,0.154980721
Adiposity,Subcutaneous Fat Weight,King2013,King2013ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,180,Male,F2,0.79,0.211660105,0.08,7,Exact,1.11,0.33,0.11,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.083195263,0.165908732
Adiposity,Retroperitoneal Fat Weight,King2013,King2013ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,180,Male,F2,0.31,0.132287566,0.05,7,Exact,0.41,0.12,0.04,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.397904536,0.181366046
Adiposity,Epididymal Fat Weight,King2013,King2013ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,180,Male,F2,0.97,0.370405184,0.14,7,Exact,1.27,0.21,0.07,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.857799409,0.169702459
Adiposity,Mesenteric Fat Weight,King2013,King2013fff,Mouse,C57BL/6,2,Female,f-f-f,One off,Standard,180,Female,F2,0.65,0.169705627,0.06,8,Exact,0.65,0.197989899,0.07,8,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.154150684,0.162975486
Adiposity,Subcutaneous Fat Weight,King2013,King2013fff,Mouse,C57BL/6,2,Female,f-f-f,One off,Standard,180,Female,F2,1.15,0.480832611,0.17,8,Exact,1.05,0.395979797,0.14,8,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.103184237,0.182487473
Adiposity,Retroperitoneal Fat Weight,King2013,King2013fff,Mouse,C57BL/6,2,Female,f-f-f,One off,Standard,180,Female,F2,0.34,0.169705627,0.06,8,Exact,0.29,0.197989899,0.07,8,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.313215379,0.232262983
Adiposity,Mesenteric Fat Weight,King2013,King2013ffmm,Mouse,C57BL/6,1,Female,f-fm-m,One off,Standard,180,Male,F2,0.82,0.132287566,0.05,7,Exact,0.9,0.197989899,0.07,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.298242746,0.164529313
Adiposity,Subcutaneous Fat Weight,King2013,King2013ffmm,Mouse,C57BL/6,1,Female,f-fm-m,One off,Standard,180,Male,F2,0.79,0.211660105,0.08,7,Exact,1.23,0.395979797,0.14,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.171740218,0.177971923
Adiposity,Retroperitoneal Fat Weight,King2013,King2013ffmm,Mouse,C57BL/6,1,Female,f-fm-m,One off,Standard,180,Male,F2,0.31,0.132287566,0.05,7,Exact,0.43,0.141421356,0.05,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.272351982,0.194297295
Adiposity,Epididymal Fat Weight,King2013,King2013ffmf,Mouse,C57BL/6,1,Female,f-fm-m,One off,Standard,180,Male,F2,0.97,0.370405184,0.14,7,Exact,1.19,0.311126984,0.11,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.390713637,0.184137618
Adiposity,Mesenteric Fat Weight,King2013,King2013ffmf,Mouse,C57BL/6,2,Female,f-fm-f,One off,Standard,180,Female,F2,0.65,0.169705627,0.06,8,Exact,0.68,0.141421356,0.05,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.227441991,0.156784427
Adiposity,Subcutaneous Fat Weight,King2013,King2013ffmf,Mouse,C57BL/6,2,Female,f-fm-f,One off,Standard,180,Female,F2,1.15,0.480832611,0.17,8,Exact,0.94,0.22627417,0.08,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.552134456,0.171952791
Adiposity,Retroperitoneal Fat Weight,King2013,King2013ffmf,Mouse,C57BL/6,2,Female,f-fm-f,One off,Standard,180,Female,F2,0.34,0.169705627,0.06,8,Exact,0.34,0.254558441,0.09,8,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.40546511,0.244068215
Triglycerides,Plasma Triglyceride,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,0.54,0.056568542,0.02,8,Exact,0.63,0.15,0.05,9,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.812103007,0.141599129
Triglycerides,Hepatic Triglyceride,King2013,King2013fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,180,Male,F2,17,3.42928564,1.4,6,Exact,18.2,6.93181073,3.1,5,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.660560846,0.260794204
Triglycerides,Plasma Triglyceride,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,0.55,0.22627417,0.08,8,Exact,0.48,0.141421356,0.05,8,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),-0.333871457,0.174864862
Triglycerides,Hepatic Triglyceride,King2013,King2013fmf,Mouse,C57BL/6,2,Female,f-m-f,One off,Standard,180,Female,F2,28.1,6.85857128,2.8,6,Exact,25.7,8.818163074,3.6,6,Exact,Table 2,mCON/pCON (Control) m/CON/pDIO (Treatment),0.340593013,0.229550748
Triglycerides,Plasma Triglyceride,King2013,King2013ffm,Mouse,C57BL/6,3,Female,f-f-m,One off,Standard,180,Male,F2,0.54,0.056568542,0.02,8,Exact,0.65,0.12,0.04,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.557706912,0.139087296
Triglycerides,Hepatic Triglyceride,King2013,King2013ffm,Mouse,C57BL/6,3,Female,f-f-m,One off,Standard,180,Male,F2,17,3.42928564,1.4,6,Exact,16.7,4.409081537,1.8,6,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.269119053,0.218399491
Triglycerides,Plasma Triglyceride,King2013,King2013fff,Mouse,C57BL/6,4,Female,f-f-f,One off,Standard,180,Female,F2,0.55,0.22627417,0.08,8,Exact,0.55,0.12,0.04,9,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),-0.643184234,0.160374852
Triglycerides,Hepatic Triglyceride,King2013,King2013fff,Mouse,C57BL/6,4,Female,f-f-f,One off,Standard,180,Female,F2,28.1,6.85857128,2.8,6,Exact,25.9,12.98229564,5.3,6,Exact,Table 2,mCON/pCON (Control) mDIO/pCON (Treatment),0.719614011,0.251803701
Triglycerides,Plasma Triglyceride,King2013,King2013ffmm,Mouse,C57BL/6,5,Female,f-fm-m,One off,Standard,180,Male,F2,0.54,0.056568542,0.02,8,Exact,0.47,0.09,0.03,9,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.594264508,0.139374555
Triglycerides,Hepatic Triglyceride,King2013,King2013ffmm,Mouse,C57BL/6,5,Female,f-fm-m,One off,Standard,180,Male,F2,17,3.42928564,1.4,6,Exact,17.6,2.906888371,1.3,5,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.174954308,0.237237844
Triglycerides,Plasma Triglyceride,King2013,King2013ffmf,Mouse,C57BL/6,5,Female,f-fm-f,One off,Standard,180,Female,F2,0.55,0.22627417,0.08,8,Exact,0.59,0.24,0.08,9,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),-0.020241312,0.173471118
Triglycerides,Hepatic Triglyceride,King2013,King2013ffmf,Mouse,C57BL/6,6,Female,f-fm-f,One off,Standard,180,Female,F2,28.1,6.85857128,2.8,6,Exact,18.8,5.633826408,2.3,6,Exact,Table 2,mCON/pCON (Control) mDIO/pDIO (Treatment),0.205202412,0.224896132
Body_Weight,None,Lannes2015,Lannes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,25.9,0.402492236,0.18,5,Exact,24.8,1.72,0.77,5,Exact,Table 1,SC-F2 (Control) HF-F2 (Treatment),1.495803078,0.251010319
Glucose,GTT,Lannes2015,Lannes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,778.6956522,73.04347826,32.66603654,5,Exact,719.3478261,87.39130435,39.08257943,5,Exact,Fig1,SC-F2 (Control) HF-F2 (Treatment),0.258616203,0.254711587
Triglycerides,Plasma Body Triacylglycerol,Lannes2015,Lannes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,86.8,4.583939354,2.05,5,Exact,88,3.711872843,1.66,5,Exact,Table I,SC-F2 (Control) HF-F2 (Treatment),-0.224752384,0.250913624
Triglycerides,Liver Triacylglycerol,Lannes2015,Lannes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,2,0.424852916,0.19,5,Exact,2.3,0.223606798,0.1,5,Exact,Table I,SC-F2 (Control) HF-F2 (Treatment),-0.781615828,0.260915359
Body_Weight,None,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,168,Female,F2,32.78146,1.192053,0.3441161,12,Exact,36.66,1.79,0.52,12,Exact,Figure 2,D (Control) and B (Treatment),0.294715458,0.091217957
Body_Weight,None,Masuyama2015,Masuyama2015c,Mouse,ICR,2,Female,f-f-f,One off,Standard,168,Female,F3,33.12977,1.259542,0.3635985,12,Exact,34.85,1.26,0.36,12,Exact,Fig 6,"II (Their F1 is our F0, and their F4, is our F3) V (Control, their F4 will be our F2)",-0.050257305,0.091138473
Body_Weight,None,Masuyama2015,Masuyama2015d,Mouse,ICR,2,Female,f-f-f,One off,Standard,168,Female,F2,33.12977,1.259542,0.3635985,12,Exact,36.91,1.72,0.5,12,Exact,Fig 6,"III (Treatment, their F2 will be our F0) and V (Control, their F4 will be our F2)",0.203525885,0.091210503
Body_Weight,None,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,28,Female,F2,12.44726,4.236253,1.2229009,12,Exact,11.96,4.24,1.22,12,Exact,Figure 2,D (Control) and B (Treatment),0.040816887,0.111034894
Body_Weight,None,Masuyama2015,Masuyama2015c,Mouse,ICR,2,Female,f-f-f,One off,Standard,28,Female,F3,12.29588,2.70985,0.78,12,Exact,12.2,4.06,1.17,12,Exact,Fig 6,"II (Their F1 is our F0, and their F4, is our F3) V (Control, their F4 will be our F2)",0.412117986,0.104185546
Body_Weight,None,Masuyama2015,Masuyama2015d,Mouse,ICR,2,Female,f-f-f,One off,Standard,28,Female,F2,12.29588,2.70985,0.78,12,Exact,12.3,2.71,0.78,12,Exact,Fig 6,"III (Treatment, their F2 will be our F0) and V (Control, their F4 will be our F2)",-0.000279663,0.099001887
Glucose,GTT,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,168,Female,F2,17194.73684,4867.974375,1405.263158,12,Exact,20368.42105,4977.367058,1436.842105,12,Exact,Fig3,D (Control) and B (Treatment),-0.147159238,0.102564551
Adiposity,Fat Mass/Body Weight Ratio,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,168,Female,F2,0.18,0.06,0.02,12,Exact,0.24,0.09,0.03,12,Exact,Fig 2,D (Control) and B (Treatment),0.117783036,0.1118871
Leptin,Serum,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,84,Female,F2,0.229896907,0.107137163,0.030927835,12,Exact,0.310309278,0.135707074,0.039175258,12,Exact,Fig 4C,D (Control) and B (Treatment),-0.063549715,0.124945196
Leptin,Serum,Masuyama2015,Masuyama2015b,Mouse,ICR,2,Female,f-f-f,One off,Standard,168,Female,F2,0.209278351,0.078567253,0.022680412,12,Exact,0.330927835,0.135707074,0.039175258,12,Exact,Fig 4C,D (Control) and B (Treatment),0.088308562,0.116667937
Triglycerides,Serum Triglyceride,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,84,Female,F2,153.03,68.23,19.7,12,Exact,233.33,68.23,19.7,12,Exact,NA,D (Control) and B (Treatment),-0.42181978,0.114600754
Triglycerides,Serum Triglyceride,Masuyama2015,Masuyama2015b,Mouse,ICR,1,Female,f-f-f,One off,Standard,288,Female,F2,160.61,47.24,13.64,12,Exact,289.39,68.23,19.7,12,Exact,NA,D (Control) and B (Treatment),-0.221152834,0.102750757
Triglycerides,Serum Triglyceride,Masuyama2015,Masuyama2015c,Mouse,ICR,2,Female,f-f-f,One off,Standard,168,Female,F3,153.96,74.76,21.58,12,Exact,200,74.76,21.58,12,Exact,NA,"II (Their F1 is our F0, and their F4, is our F3) V (Control, their F4 will be our F2)",-0.261624538,0.12220201
Triglycerides,Serum Triglyceride,Masuyama2015,Masuyama2015d,Mouse,ICR,2,Female,f-f-f,One off,Standard,168,Female,F2,153.96,74.76,21.58,12,Exact,293.53,99.69,28.78,12,Exact,NA,"III (Treatment, their F2 will be our F0) and V (Control, their F4 will be our F2)",-0.357504632,0.120170211
Body_Weight,None,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,One off,Standard,196,Female,F3,33.57513,4.038460402,1.1658031,12,Exact,35,3.141024949,0.91,12,Exact,Fig 4,"I(Control), II(Treatment) - Females",-0.292876814,0.092785883
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,One off,Standard,196,Male,F3,31.76166,3.589742502,1.0362694,12,Exact,33.32,3.141024949,0.91,12,Exact,Fig 4,"I(Control), II(Treatment) - MALES",-0.181429225,0.09271412
Body_Weight,None,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,One off,Standard,28,Female,F3,12.38629289,1.532773645,0.442473638,12,Exact,12.28,3.45,1,12,Exact,Fig 4,"I(Control), II(Treatment) - Females",0.819913823,0.098762703
Body_Weight,None,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,One off,Standard,28,Male,F3,12.05443767,1.915967057,0.553092048,12,Exact,11.72,2.68,0.77,12,Exact,Fig 4,"I(Control), II(Treatment) - MALES",0.363730388,0.097371785
Body_Weight,None,Masuyama2016,Masuyama2016mfmfmf,Mouse,ICR,3,Male,m-fm-fm-f,One off,Standard,168,Female,F3,33.89831,4.109951145,1.1864407,12,Exact,34.58,4.697086924,1.36,12,Exact,Fig 5,"Alpha (Control), Beta (Treatment)",0.113621052,0.093671629
Body_Weight,None,Masuyama2016,Masuyama2016hffmfmf,Mouse,ICR,3,Female,f-fm-fm-f,One off,Standard,168,Female,F3,33.89831,4.109951145,1.1864407,12,Exact,35.42,5.871358828,1.69,12,Exact,Fig 5,"Alpha (Control), Theta (Treatment)",0.312763481,0.094423898
Body_Weight,None,Masuyama2016,Masuyama2016fmfmfmf,Mouse,ICR,3,Both,fm-fm-fm-f,One off,Standard,168,Female,F3,33.89831,4.109951145,1.1864407,12,Exact,40.17,4.109951145,1.19,12,Exact,Fig 5,"Alpha (Control), Omega (Treatment)",-0.169755288,0.093006436
Body_Weight,None,Masuyama2016,Masuyama2016mfmfmm,Mouse,ICR,4,Male,m-fm-fm-m,One off,Standard,168,Male,F3,38.47458,4.109951145,1.1864407,12,Exact,38.81,4.109951145,1.19,12,Exact,Fig 5,"Alpha (Control), Beta (Treatment)males",-0.008680182,0.092794566
Body_Weight,None,Masuyama2016,Masuyama2016ffmfmm,Mouse,ICR,4,Female,f-fm-fm-m,One off,Standard,168,Male,F3,38.47458,4.109951145,1.1864407,12,Exact,44.92,6.458494607,1.86,12,Exact,Fig 5,"Alpha (Control), Theta (Treatment) males",0.29709975,0.093582681
Body_Weight,None,Masuyama2016,Masuyama2016fmfmfmm,Mouse,ICR,4,Both,fm-fm-fm-m,One off,Standard,168,Male,F3,38.47458,4.109951145,1.1864407,12,Exact,45.25,5.284222703,1.53,12,Exact,Fig 5,"Alpha (Control), Omega (Treatment) males",0.089109484,0.092996445
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmf,Mouse,ICR,1,Male,m-m-m-f,One off,Standard,168,Female,F3,2.89,1.71,0.49,12,Estimate,3.049382716,1.026400479,0.296296296,12,Estimate,NA,"I(Control), II(Treatment)",-0.564118049,0.129525618
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mmmm,Mouse,ICR,2,Male,m-m-m-m,One off,Standard,168,Male,F3,2.88,1.8,0.52,12,Estimate,3.098765432,1.368533971,0.395061728,12,Estimate,NA,"I(Control), II(Treatment) - MALES",-0.347260082,0.139714884
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mfmfmf,Mouse,ICR,3,Male,m-fm-fm-f,One off,Standard,168,Female,F3,2.89,1.39,0.4,12,Estimate,3.093333333,0.692820323,0.2,12,Estimate,NA,"Alpha (Control), Beta (Treatment)",-0.764281091,0.114366969
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016hffmfmf,Mouse,ICR,3,Female,f-fm-fm-f,One off,Standard,168,Female,F3,2.89,1.39,0.4,12,Estimate,3.786666667,1.062324495,0.306666667,12,Estimate,NA,"Alpha (Control), Theta (Treatment)",-0.539073943,0.116745396
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016fmfmfmf,Mouse,ICR,3,Both,fm-fm-fm-f,One off,Standard,168,Female,F3,2.89,1.39,0.4,12,Estimate,3.88,1.431828668,0.413333333,12,Estimate,NA,"Alpha (Control), Omega (Treatment)",-0.264929983,0.12153515
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016mfmfmm,Mouse,ICR,4,Male,m-fm-fm-m,One off,Standard,168,Male,F3,3.09,1.39,0.4,12,Estimate,3.2,0.692820323,0.2,12,Estimate,NA,"Alpha (Control), Beta (Treatment)males",-0.731268054,0.111678207
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016ffmfmm,Mouse,ICR,4,Female,f-fm-fm-m,One off,Standard,168,Male,F3,3.09,1.39,0.4,12,Estimate,4.08,1.108512517,0.32,12,Estimate,NA,"Alpha (Control), Theta (Treatment) males",-0.504210603,0.113923437
Insulin,Fasting_Insulin,Masuyama2016,Masuyama2016fmfmfmm,Mouse,ICR,4,Both,fm-fm-fm-m,One off,Standard,168,Male,F3,3.09,1.39,0.4,12,Estimate,4.186666667,1.385640646,0.4,12,Estimate,NA,"Alpha (Control), Omega (Treatment) males",-0.306874936,0.116900117
Body_Weight,None,Park2018,Park2018mfmf,Mouse,C57BL/6,1,Male,m-fm-f,One off,Standard,189,Female,F2,28.90909,3.085556889,1.0909091,8,Estimate,27.55,1.93,0.68,8,Estimate,Fig2d,F2 female to CD (Control) F2 female to HFD (treatment),-0.42105861,0.14489459
Body_Weight,None,Park2018,Park2018mfmm,Mouse,C57BL/6,2,Male,m-fm-m,One off,Standard,189,Male,F2,39.52756,4.454215804,1.5748031,8,Estimate,38.27,1.78,0.63,8,Estimate,Fig 2a,F2 male to CD (Control) F2 male to HFD (treatment),-0.884905804,0.144714836
Body_Weight,None,Park2018,Park2018mfmf,Mouse,C57BL/6,1,Male,m-fm-f,One off,Standard,35,Female,F2,16.32643253,1.317492857,0.465804067,8,Estimate,17.26,1.65,0.58,8,Estimate,Fig2d,F2 female to CD (Control) F2 female to HFD (treatment),0.169438444,0.144813484
Body_Weight,None,Park2018,Park2018mfmm,Mouse,C57BL/6,2,Male,m-fm-m,One off,Standard,35,Male,F2,20.22251008,2.28227109,0.806904682,8,Estimate,20.36,3.04,1.08,8,Estimate,Fig 2a,F2 male to CD (Control) F2 male to HFD (treatment),0.279910629,0.147236031
Glucose,GTT,Park2018,Park2018fff,Mouse,C57BL/6,1,Male,f-f-f,One off,Standard,63,Female,F2,27240.87591,5481.367895,1937.956204,8,Estimate,32693.43066,5016.845192,1773.722628,8,Estimate,Fig 2e,F2 female to CD (Control) F2 female to HFD (treatment),-0.271008922,0.150861661
Glucose,GTT,Park2018,Park2018fff,Mouse,C57BL/6,3,Male,f-f-f,One off,Standard,140,Female,F2,30619.56522,5995.035754,2119.565217,8,Estimate,33815.21739,5626.110476,1989.130435,8,Estimate,Fig2f,F2 female to CD (Control) F2 female to HFD (treatment),-0.162785135,0.151109116
Glucose,GTT,Park2018,Park2018ffm,Mouse,C57BL/6,4,Male,f-f-m,One off,Standard,140,Male,F2,38054.34783,8024.124778,2836.956522,8,Estimate,43402.17391,9038.66929,3195.652174,8,Estimate,Fig2c,F2 male to CD (Control) F2 male to HFD (treatment),-0.012434826,0.153836072
Insulin,Fasting_Insulin,Park2018,Park2018mfmf,Mouse,C57BL/6,1,Male,m-fm-f,One off,Standard,189,Female,F2,0.675925926,0.23570226,0.083333333,8,Estimate,0.62037037,0.23570226,0.083333333,8,Estimate,NA,F2 female to CD (Control) F2 female to HFD (treatment),0.085766822,0.1761011
Insulin,Fasting_Insulin,Park2018,Park2018mfmm,Mouse,C57BL/6,2,Male,m-fm-m,One off,Standard,189,Male,F2,1,0.733295921,0.259259259,8,Estimate,1.018518519,0.18332398,0.064814815,8,Estimate,NA,F2 male to CD (Control) F2 male to HFD (treatment),-1.404643502,0.214122093
Triglycerides,Hepatic Triglyceride,Park2018,Park2018mfmf,Mouse,C57BL/6,1,Male,m-fm-f,One off,Standard,189,Female,F2,41.45,7.44,2.63,8,Estimate,53.29,3.72,1.32,8,Estimate,Fig2,F2 female to CD (Control) F2 female to HFD (treatment),-0.944407995,0.147493499
Triglycerides,Hepatic Triglyceride,Park2018,Park2018mfmm,Mouse,C57BL/6,2,Male,m-fm-m,One off,Standard,189,Male,F2,64.47,18.61,6.58,8,Estimate,78.29,11.16,3.95,8,Estimate,Fig2,F2 male to CD (Control) F2 male to HFD (treatment),-0.705582995,0.155812772
Body_Weight,None,Sarker2018,Sarker2018fmm,Mouse,C57BL/6,1,Female,f-m-m,One off,Standard,91,Male,F2,29.941,4.191562954,0.605,48,Exact,32.93,1.98,0.27,52,Exact,Fig 4,"mCTR (Control), mHFD (Treatment)",-0.845966534,0.020920044
Body_Weight,None,Sarker2018,Sarker2018fmmm,Mouse,C57BL/6,2,Female,f-m-m-m,One off,Standard,91,Male,F3,30.98,2.359279127,0.503,22,Exact,32.47,2.3,0.45,26,Exact,Fig 4,"mCTR (Control), mHFD (Treatment)",-0.07623127,0.044266123
Body_Weight,None,Sarker2018,Sarker2018fmf,Mouse,C57BL/6,3,Female,f-m-f,One off,Standard,91,Female,F2,23.774,1.58391919,0.28,32,Exact,25.55,1.4,0.24,34,Exact,Fig 4,"fCTR (Control), fHFD (Treatment)",-0.196452326,0.031507566
Body_Weight,None,Sarker2018,Sarker2018fmmf,Mouse,C57BL/6,4,Female,f-m-m-f,One off,Standard,91,Female,F3,25.176,2.312094289,0.517,20,Exact,25.99,1.26,0.25,26,Exact,Fig 4,"fCTR (Control), fHFD (Treatment)",-0.64517849,0.046827891
