Trait,Trait_Info,Paper_ID,Cohort_ID,Rodent_type,Strain,Shared_Control,F0_Parent_Exposed,Lineage_HFD,Exposure_Type,F2_Diet_at_measurement,Age_Days,Sex,Generation,Mean_Control,SD_Control,SEM_Control,Sample_Size_n_Control,Estimated_or_Exact_sample_control.,Mean_Treatment,SD_Treatment,SEM_Treatment,Sample_Size_n_Treatment,Estimated_or_Exact_sample_treatment..,Source,Group_Label_Paper,yi,vi
Body_Weight,None,Lannes2015,Lannes2015,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,90,Male,F2,25.9,0.402492236,0.18,5,Exact,24.8,1.72,0.77,5,Exact,Table 1,SC-F2 (Control) HF-F2 (Treatment),-0.043399316,0.001010319
Body_Weight,None,Thompson2019,Thompson2019ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,140,Male,F2,27.76316,2.236842,1.000346,5,Exact,29.47368,5.526316,2.471444,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",0.0597877,0.008329516
Body_Weight,None,Thompson2019,Thompson2019fffm,Mouse,C57BL/6,2,Female,f-f-f-m,One off,Standard,140,Male,F3,27.94872,2.692308,1.204037,5,Exact,26.28205,2.564103,1.146702,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",-0.061485206,0.003759534
Body_Weight,None,Thompson2019,Thompson2019ffm,Mouse,C57BL/6,1,Female,f-f-m,One off,Standard,35,Male,F2,20.58295964,1.614349776,0.721959168,5,Exact,20.85201794,1.076233184,0.481306112,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",0.012987196,0.001763074
Body_Weight,None,Thompson2019,Thompson2019fffm,Mouse,C57BL/6,2,Female,f-f-f-m,One off,Standard,35,Male,F3,20.59602649,2.251655629,1.00697101,5,Exact,19.93377483,1.721854305,0.770036655,5,Exact,NA,"Con-CHOW(Control), HF/HS-Chow(Treatment)",-0.032682648,0.003882638
Body_Weight,None,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,196,Male,F2,525.7,120.3,40.1,9,Estimate,490.7,112.2,37.4,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.068897765,0.011627653
Body_Weight,None,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,196,Female,F2,295.9,48.9,16.3,9,Estimate,289.5,45,15,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.021866262,0.005719123
Body_Weight,None,Winther2019,Winther2019ffm,Rat,SD,1,Female,f-f-m,One off,Standard,98,Male,F2,426.1,137.1,45.7,9,Estimate,398.2,89.7,29.9,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),-0.067719669,0.017141145
Body_Weight,None,Winther2019,Winther2019fff,Rat,SD,2,Female,f-f-f,One off,Standard,98,Female,F2,241,36.9,12.3,9,Estimate,246.1,53.4,17.8,9,Estimate,Table 2,CON-CON (Control) HFD-CON (Treatment),0.020941024,0.007836197
Body_Weight,None,Huang2017,Huang2017,Rat,SD,1,Female,f-f-fm,Multigenerational,Standard,1,Both,F2,5.8,0.489897949,0.2,6,Exact,6.2,0.49,0.2,6,Exact,Table 3,"F2-SC(Control), F2-HF(Treatment)",0.066691374,0.002230077
Body_Weight,None,Huang2017,Huang2017,Rat,SD,2,Female,f-f-fm,Multigenerational,Standard,21,Both,F2,43.9,12.98229564,5.3,6,Exact,55.7,22.78,9.3,6,Exact,Table 3,"F2-SC(Control), F2-HF(Treatment)",0.238065827,0.042452459
Body_Weight,None,Huang2017,Huang2017,Rat,SD,3,Female,f-f-fm,Multigenerational,Standard,84,Both,F2,328.8,117.3305587,47.9,6,Exact,391.6,84.26,34.4,6,Exact,Table 3,"F2-SC(Control), F2-HF(Treatment)",0.174791247,0.028939281
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,210,Male,F2,433.3333333,168.3587574,23.80952381,50,Exact,441.35,251.57,35.58,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.018330957,0.009516985
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,210,Male,F2,433.3333333,168.3587574,23.80952381,50,Exact,428.57,291.82,41.27,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",-0.011053169,0.01229188
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,210,Female,F2,257.1428571,235.7022604,33.33333333,50,Exact,244.23,251.57,35.58,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",-0.05152139,0.038024051
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,210,Female,F2,257.1428571,235.7022604,33.33333333,50,Exact,265.08,246.93,34.92,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.030399873,0.034158808
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,70,Male,F2,261.6666667,129.6362432,18.33333333,50,Exact,279.1,168.86,23.88,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.064498711,0.012229811
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,70,Male,F2,261.6666667,129.6362432,18.33333333,50,Exact,254.1,197.06,27.87,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",-0.029343539,0.016937592
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,70,Female,F2,175,164.9915823,23.33333333,50,Exact,164.68,175.9,24.88,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",-0.060781777,0.040595903
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,70,Female,F2,175,164.9915823,23.33333333,50,Exact,177.05,162.29,22.95,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.011646205,0.034582125
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,105,Male,F2,316.6666667,176.7766953,25,50,Exact,327.86,147.75,20.9,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.034736992,0.010294389
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,105,Male,F2,316.6666667,176.7766953,25,50,Exact,321.31,255.02,36.07,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.014556693,0.018831511
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,105,Female,F2,193.3333333,212.1320344,30,50,Exact,186.57,232.18,32.84,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",-0.035609311,0.055052385
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,105,Female,F2,193.3333333,212.1320344,30,50,Exact,191.8,220.25,31.15,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",-0.007962652,0.050451787
Body_Weight,None,Hanafi2015,Hanafi2015fmm,Rat,Wistar,1,Female,f-m-m,One off,Standard,35,Male,F2,113.5133044,105.3228301,14.89489748,50,Exact,111.67,166.58,23.56,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",-0.016371956,0.061722325
Body_Weight,None,Hanafi2015,Hanafi2015ffm,Rat,Wistar,1,Female,f-f-m,One off,Standard,35,Male,F2,113.5133044,105.3228301,14.89489748,50,Exact,134.37,63.19,8.94,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.168677139,0.021641005
Body_Weight,None,Hanafi2015,Hanafi2015fmf,Rat,Wistar,2,Female,f-m-f,One off,Standard,35,Female,F2,92.66044792,84.25826409,11.91591798,50,Exact,101.6,168.52,23.83,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1M(Treatment)",0.092101821,0.071560515
Body_Weight,None,Hanafi2015,Hanafi2015fff,Rat,Wistar,2,Female,f-f-f,One off,Standard,35,Female,F2,92.66044792,84.25826409,11.91591798,50,Exact,99.89,104.11,14.72,50,Exact,Fig 4,"F2-CF1 (Control), F2-OF1F(Treatment)",0.075127867,0.038262916
Body_Weight,None,Barbosa2016,Barbosa2016mfmfM,Rat,SD,1,Male,m-fm-f,Multigenerational,HFD,154,Female,F2,348.5,28.5229732,8.6,11,Estimate,374.1,31.51,9.5,11,Estimate,Supp Table T4,"GpatCD-CD(Control), GpatHF-HF(Treatment)",0.070884911,0.001253918
Body_Weight,None,Barbosa2016,Barbosa2016mmfO,Rat,SD,1,Male,m-m-f,One off,Standard,154,Female,F2,348.5,28.5229732,8.6,11,Estimate,339,31.18,9.4,11,Estimate,Supp Table T4,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.027638123,0.001378023
Body_Weight,None,Barbosa2016,Barbosa2016mfmmM,Rat,SD,2,Male,m-fm-m,Multigenerational,HFD,154,Male,F2,619.6,61.40651431,13.4,21,Estimate,736.9,64.61,14.1,21,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-HF(Treatment)",0.173378089,0.00083379
Body_Weight,None,Barbosa2016,Barbosa2016mmmO,Rat,SD,2,Male,m-m-m,One off,Standard,154,Male,F2,619.6,61.40651431,13.4,21,Estimate,619,59.57,13,21,Estimate,Supp Table T6,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.000968836,0.000908737
Body_Weight,None,Barbosa2016,Barbosa2016mfmfM,Rat,SD,1,Male,m-fm-f,Multigenerational,HFD,77,Female,F2,269.0625,14.92481156,4.5,11,Estimate,267.38,22.39,6.75,11,Estimate,Fig2,"GpatCD-CD(Control), GpatHF-HF(Treatment)",-0.006272827,0.000917184
Body_Weight,None,Barbosa2016,Barbosa2016mmfO,Rat,SD,1,Male,m-m-f,One off,Standard,77,Female,F2,269.0625,14.92481156,4.5,11,Estimate,263.44,16.79,5.06,11,Estimate,Fig2,"GpatCD-CD(Control), GpatHF-CD(Treatment)",-0.021118057,0.000648988
Body_Weight,None,Armitage2007,Armitage2007fff,Rat,SD,2,Female,f-f-f,One off,Standard,180,Female,F2,274.4,24.87006232,9.4,7,Exact,284.7,20.09,8.2,6,Exact,Table 2,"Control Diet F2 (Control), Fat-rich diet F2 (Treatment)",0.036849098,0.002003427
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,1,Female,f-f-m,Multigenerational,HFD,0,Male,F2,6.29572,1.254633025,0.22178988,32,Estimate,6.14,0.371712469,0.08,24,Estimate,Fig 2,R(Control) HF(Treatment) - F2,-0.025045295,0.001393769
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,2,Female,f-f-m,Multigenerational,HFD,0,Male,F3,5.828794,0.31517508,0.05252918,36,Estimate,5.69,0.406051188,0.06,40,Estimate,Fig 2,R(Control) HF(Treatment) - F3,-0.02409987,0.000208531
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,3,Female,f-f-f,Multigenerational,HFD,0,Female,F2,5.941634,1.023516418,0.18093385,32,Estimate,6.01,0.486085514,0.1,24,Estimate,Fig 2,R(Control) HF(Treatment) - F2,0.011440569,0.001199878
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,4,Female,f-f-f,Multigenerational,HFD,0,Female,F3,5.626459,0.52529184,0.08754864,36,Estimate,5.5,0.664447473,0.11,40,Estimate,Fig 2,R(Control) HF(Treatment) - F3,-0.0227322,0.000606987
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,5,Female,f-f-m,Multigenerational,HFD,21,Male,F2,50.212766,8.844514764,2.55319149,12,Exact,53.4,13.23944611,4.68,8,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.061541449,0.010269106
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,6,Female,f-f-m,Multigenerational,HFD,21,Male,F3,53.404255,6.98572559,1.4893617,22,Exact,62.13,6.728250327,2.13,10,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.15133854,0.001950505
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,7,Female,f-f-f,Multigenerational,HFD,21,Female,F2,49.574468,6.660628009,1.4893617,20,Exact,54.04,16.21494372,4.68,12,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.08624857,0.008405301
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,8,Female,f-f-f,Multigenerational,HFD,21,Female,F3,51.489362,8.338688488,1.70212766,24,Exact,60,13.01877323,2.55,26,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.152969339,0.002903596
Body_Weight,None,Tait2015,Tait2015ffmF2,Rat,Wistar,9,Female,f-f-m,Multigenerational,HFD,112,Male,F2,462.5,59.53924651,17.1875,12,Exact,574.22,86.17863896,30.47,8,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.216366041,0.004196508
Body_Weight,None,Tait2015,Tait2015ffmF3,Rat,Wistar,10,Female,f-f-m,Multigenerational,HFD,112,Male,F3,493.75,36.64387312,7.8125,22,Exact,596.09,46.94005902,14.84,10,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.188362346,0.000870463
Body_Weight,None,Tait2015,Tait2015fffF2,Rat,Wistar,11,Female,f-f-f,Multigenerational,HFD,112,Female,F2,457.8125,45.42013079,10.15625,20,Exact,601.56,92.01519915,26.56,12,Exact,Fig 2,R(Control) HF(Treatment) - F2,0.273066569,0.002441898
Body_Weight,None,Tait2015,Tait2015fffF3,Rat,Wistar,12,Female,f-f-f,Multigenerational,HFD,112,Female,F3,483.59375,61.23724357,12.5,24,Exact,582.81,91.62300688,17.97,26,Exact,Fig 2,R(Control) HF(Treatment) - F3,0.186616038,0.001618691
Body_Weight,None,Nasu2007,Nasu2007,Rat,Wistar,1,Female,f-f-fm,Multigenerational,HFD,0,Both,F2,5.4,0.4,0.06172134,42,Exact,5,0.4,0.05,64,Exact,Table 3,C-N F3(Control) C-F F3(Treatment),-0.076961041,0.000230642
Body_Weight,None,Adedeji2019,Adedeji2019,Rat,Wistar,1,Female,f-fm-m,Multigenerational,HFD,84,Male,F2,205.5,3.794733192,1.2,10,Exact,320.7,7.27,2.3,10,Exact,Table 1,"Control(Control), HFD(Treatment)",0.445060073,8.55E-05
Body_Weight,None,deAssis2012,deAssis2012mF2,Rat,SD,1,Female,f-fm-fm-m,One off,Standard,2,Male,F2,8.969697,2.412091,0.7272727,12,Exact,9.94,4.73,1.58,5,Exact,Supp Figure S2,"Con F2(Control), HF F2(Treatment)",0.102715124,0.051313919
Body_Weight,None,deAssis2012,deAssis2012mF3,Rat,SD,2,Female,f-fm-fm-m,One off,Standard,2,Male,F3,8.363636,3.449757,1.0909091,8,Exact,9.58,3.45,1.09,10,Exact,Supp Figure S2,"Con F3(Control), HF F3(Treatment)",0.135784331,0.034235557
Body_Weight,None,deAssis2012,deAssis2012fF2,Rat,SD,3,Female,f-fm-fm-f,One off,Standard,2,Female,F2,8.848485,1.206045,0.3636364,12,Exact,9.21,4.73,1.58,5,Exact,Supp Figure S2,"Con F2(Control), HF F2(Treatment)",0.040043592,0.054299414
Body_Weight,None,deAssis2012,deAssis2012fF3,Rat,SD,4,Female,f-fm-fm-f,One off,Standard,2,Female,F3,7.757576,2.299838,0.7272727,8,Exact,8.85,2.68,0.85,10,Exact,Supp Figure S2,"Con F3(Control), HF F3(Treatment)",0.131747545,0.020156614
Body_Weight,None,Armitage2007,Armitage2007ffm,Rat,SD,1,Female,f-f-m,One off,Standard,180,Male,F2,469.7,39.1571194,14.8,7,Exact,500.1,64.91,26.5,6,Exact,Table 2,"Control Diet F2 (Control), Fat-rich diet F2 (Treatment)",0.062713885,0.003800596
