"","ES_ID","Paper_ID","Study_ID","Cohort_ID","Cohort_ID_Control","Shared_Control_Code","Title","Journal","Year","Rodent_Type","Rodent_Strain","Exposure_Type","F0_Parent_Exposed","Treatment_Diet_Code","Treatment_Diet_Notes","Treatment_Diet_Prot_pww","Treatment_Diet_Carb_pww","Treatment_Diet_Fat_pww","Treatment_Diet_Energy_kcal_g","Treatment_Diet_Prot_pE","Treatment_Diet_Carb_pE","Treatment_Diet_Fat_pE","Treatment_Diet_PC_ratio","Treatment_Diet_PNP_ratio","Treatment_Start_F0","Treatment_End_F0","Treatment_Duration_F0","Treatment_Duration_F0_Notes","Offspring_Generation","Offspring_Sex","Lineage_HFD","Age_at_Measurement_Days","Diet_at_Measurement","Trait","Trait_Info","Unit_of_Measurement","Mean_Control","SD_Control","SEM_Control","Sample_Size_n_Control","Estimated_or_Exact_Sample_Control","Mean_Treatment","SD_Treatment","SEM_Treatment","Sample_Size_n_Treatment","Estimated_or_Exact_Sample_Treatment","Data_Source","Group_Label_Paper","Notes","lnRR","VlnRR","lnCVR","VlnCVR"
"72","ES_72","Dunn2009","Dunn_Bale","Dunn2009ffm","Dunn2009ffm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-f-m",126,"HFD","Insulin_TT","ITT","mg/dl",80.3863636363637,17.8701410780318,7.29545454545453,6,"Estimate",103.125,19.2897317244175,7.875,6,"Estimate","Fig 3","2Ch(Control) 2HF(M) (Treatment)","Some of the error bars overlap so had to estimate some, y variable was normalized baseline glucose, assuming this is mg/dl ?",0.249097289367625,0.01406785266058,-0.172655593867683,0.21406785266058
"73","ES_73","Dunn2009","Dunn_Bale","Dunn2009ffmf","Dunn2009ffmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-fm-f",42,"HFD","Body_Weight","None","g",16.18034834,1.546298404,0.466226511,11,"Exact",16.96,1.86,0.62,9,"Exact","Fig 2G","2Ch(Control) 2HF(MP) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0470601899169504,0.00216665308081612,0.150152349450685,0.114666653080816
"74","ES_74","Dunn2009","Dunn_Bale","Dunn2009ffmf","Dunn2009ffmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-fm-f",98,"HFD","Body_Weight","None","g",21.55555556,1.474055462,0.444444444,11,"Exact",23.22,2.33,0.78,9,"Exact","Fig 2G","2Ch(Control) 2HF(MP) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0743803943364511,0.00154390541523195,0.395970453316214,0.114043905415232
"75","ES_75","Dunn2009","Dunn_Bale","Dunn2009ffmf","Dunn2009ffmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-fm-f",126,"HFD","Glucose_TT","GTT","mg/dl",17621.2871287129,2075.55814743173,928.217821782178,5,"Exact",20554.4554455446,2864.81164224022,1169.55445544554,6,"Exact","Fig3","2Ch(Control) 2HF(MP) (Treatment)","Very hard to extract data from figures, need to double check",0.153970060301797,0.00601239729563457,0.143302439058567,0.231012397295635
"76","ES_76","Dunn2009","Dunn_Bale","Dunn2009ffmf","Dunn2009ffmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-fm-f",126,"HFD","Insulin_TT","ITT","mg/dl",79.6379310344827,18.4978708161902,7.55172413793103,6,"Estimate",92.6724137931034,23.4813154653008,9.58620689655173,6,"Estimate","Fig 3","2Ch(Control) 2HF(MP) (Treatment)","Some of the error bars overlap so had to estimate some, y variable was normalized baseline glucose, assuming this is mg/dl ?",0.151580342565258,0.0196921356420829,0.0869690413088778,0.219692135642083
"77","ES_77","Dunn2009","Dunn_Bale","Dunn2009ffmm","Dunn2009ffmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-fm-m",42,"HFD","Body_Weight","None","g",19.28852508,1.744459868,0.466226511,14,"Exact",20.84,2.2,0.78,8,"Exact","Fig 2F","2Ch(Control) 2HF(MP) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0773638532329157,0.00197727451030639,0.187615563590769,0.111867384400416
"78","ES_78","Dunn2009","Dunn_Bale","Dunn2009ffmm","Dunn2009ffmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-fm-m",98,"HFD","Body_Weight","None","g",30.76642336,2.867693618,0.766423358,14,"Exact",31.86,7.12,2.52,8,"Exact","Fig 2F","2Ch(Control) 2HF(MP) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0349273597981522,0.00686334565468015,0.907439309316415,0.11675345554479
"79","ES_79","Dunn2009","Dunn_Bale","Dunn2009ffmm","Dunn2009ffmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-fm-m",126,"HFD","Glucose_TT","GTT","mg/dl",27220.5882352941,3063.02521008403,1531.51260504202,4,"Exact",25518.9075630252,2663.55156143357,1191.17647058823,5,"Exact","Fig3","2Ch(Control) 2HF(MP) (Treatment)","Very hard to extract data from figures, need to double check",-0.0645539569285397,0.00534438147457173,-0.116855362361928,0.297011048141238
"80","ES_80","Dunn2009","Dunn_Bale","Dunn2009ffmm","Dunn2009ffmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-fm-m",126,"HFD","Insulin_TT","ITT","mg/dl",80.3863636363637,17.8701410780318,7.29545454545453,6,"Estimate",93.4772727272728,23.4649983314343,9.57954545454545,6,"Estimate","Fig 3","2Ch(Control) 2HF(MP) (Treatment)","Some of the error bars overlap so had to estimate some, y variable was normalized baseline glucose, assuming this is mg/dl ?",0.150873779024944,0.0187385861421682,0.121504875286952,0.218738586142168
"81","ES_81","Dunn2009","Dunn_Bale","Dunn2009fmf","Dunn2009fmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-m-f",42,"HFD","Body_Weight","None","g",16.18034834,1.546298404,0.466226511,11,"Exact",16.96,2.15,0.62,12,"Exact","Fig 2G","2Ch(Control) 2HF(P) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0470601899169504,0.00216946329092945,0.277998249319692,0.0976240087454749
"82","ES_82","Dunn2009","Dunn_Bale","Dunn2009fmf","Dunn2009fmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-m-f",98,"HFD","Body_Weight","None","g",21.55555556,1.474055462,0.444444444,11,"Exact",22.56,6.54,1.89,12,"Exact","Fig 2G","2Ch(Control) 2HF(P) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0455448446965639,0.00742831731251224,1.43982944630215,0.102882862767058
"83","ES_83","Dunn2009","Dunn_Bale","Dunn2009fmf","Dunn2009fmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-m-f",126,"HFD","Glucose_TT","GTT","mg/dl",17621.2871287129,2075.55814743173,928.217821782178,5,"Exact",19310.6435643564,3118.81188118812,1559.40594059406,4,"Exact","Fig3","2Ch(Control) 2HF(P) (Treatment)","Very hard to extract data from figures, need to double check",0.0915487567773603,0.00929591466470249,0.357339927647372,0.300962581331369
"84","ES_84","Dunn2009","Dunn_Bale","Dunn2009fmf","Dunn2009fmf_2",2,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Female","f-m-f",126,"HFD","Insulin_TT","ITT","mg/dl",79.6379310344827,18.4978708161902,7.55172413793103,6,"Estimate",103.362068965517,29.4783420769424,12.0344827586207,6,"Estimate","Fig 3","2Ch(Control) 2HF(P) (Treatment)","Some of the error bars overlap so had to estimate some, y variable was normalized baseline glucose, assuming this is mg/dl ?",0.260747557031007,0.0225479455568196,0.20525263535492,0.22254794555682
"85","ES_85","Dunn2009","Dunn_Bale","Dunn2009fmm","Dunn2009fmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-m-m",42,"HFD","Body_Weight","None","g",19.28852508,1.744459868,0.466226511,14,"Exact",20.22,2.69,0.78,12,"Exact","Fig 2F","2Ch(Control) 2HF(P) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",0.0471618499400748,0.00205914087901818,0.392927374159061,0.0859752247951021
"86","ES_86","Dunn2009","Dunn_Bale","Dunn2009fmm","Dunn2009fmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-m-m",98,"HFD","Body_Weight","None","g",30.76642336,2.867693618,0.766423358,14,"Exact",28.8,2.28,0.66,12,"Exact","Fig 2F","2Ch(Control) 2HF(P) (Treatment)","Data re-extracted using metadigitize, author does not have raw data and seems to hard to extract more data",-0.06604855754185,0.00114283960939473,-0.156291081775144,0.0850589235254787
"87","ES_87","Dunn2009","Dunn_Bale","Dunn2009fmm","Dunn2009fmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-m-m",126,"HFD","Glucose_TT","GTT","mg/dl",27220.5882352941,3063.02521008403,1531.51260504202,4,"Exact",24781.5127411765,2268.90756201681,1134.45378100841,4,"Exact","Fig3","2Ch(Control) 2HF(P) (Treatment)","Very hard to extract data from figures, need to double check",-0.0938756862002546,0.00526117416119645,-0.206228906694526,0.33859450749453
"88","ES_88","Dunn2009","Dunn_Bale","Dunn2009fmm","Dunn2009fmm_1",1,"Maternal high-fat diet promotes body length increases and insulin insensitivity in second-generation mice","Endocrinology",2009,"Mouse","C57BL/6","Multigenerational","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) from 4w before pregnancy through lactation, adult F2 on HFD",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-28,49,77,"4 weeks before mating, gestation, lactation, continuous","F2","Male","f-m-m",126,"HFD","Insulin_TT","ITT","mg/dl",80.3863636363637,17.8701410780318,7.29545454545453,6,"Estimate",104.079545454545,27.5567596063107,11.25,6,"Estimate","Fig 3","2Ch(Control) 2HF(P) (Treatment)","Some of the error bars overlap so had to estimate some, y variable was normalized baseline glucose, assuming this is mg/dl ?",0.258310911637556,0.0199199828971842,0.174805727801117,0.219919982897184
"89","ES_89","Dunn2011","Dunn_Bale","Dunn2011fmff","Dunn2011fmff_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-f-f",21,"Standard","Body_Weight","None","g",9.189189189,1.32404851,0.540540541,6,"Estimate",9.46,0.99,0.41,6,"Estimate","Fig 3","Female chow (Control) 3hf(maternal)female (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0290446781183926,0.00528551859353194,-0.319789109788329,0.205285518593532
"90","ES_90","Dunn2011","Dunn_Bale","Dunn2011fmff","Dunn2011fmff_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-f-f",140,"Standard","Body_Weight","None","g",22.45614035,0.644602564,0.263157895,6,"Estimate",22.72,0.64,0.26,6,"Estimate","Fig 3","Female chow (Control) 3hf(maternal)female (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0116815048129003,0.000269577994035493,-0.018847275493174,0.200269577994035
"91","ES_91","Dunn2011","Dunn_Bale","Dunn2011fmff","Dunn2011fmff_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-f-f",140,"Standard","Glucose_TT","GTT","mg/dl",19806.6298342542,2890.82821400525,1292.81767955801,5,"Estimate",17129.8342541437,3724.72096804523,1665.74585635359,5,"Estimate","Fig4","Female chow (Control) 3hf(maternal)female (treatment)","Very hard to extract data from figures, need to double check",-0.145195085243788,0.0137165101332006,0.398643986053328,0.263716510133201
"92","ES_92","Dunn2011","Dunn_Bale","Dunn2011fmff","Dunn2011fmff_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-f-f",140,"Standard","Insulin_TT","ITT","%",104.991891891892,7.7234996628236,3.45405405405405,5,"Estimate",112.921621621622,17.0787246065254,7.63783783783784,5,"Estimate","Fig 4","Female chow (Control) 3hf(maternal)female (treatment)","Very hard to extract data from figures, need to double check; %glucose ?",0.0728108369842542,0.0056572508879915,0.720755091322737,0.255657250887992
"93","ES_93","Dunn2011","Dunn_Bale","Dunn2011fmfm","Dunn2011fmfm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-f-m",21,"Standard","Body_Weight","None","g",9.84375,1.530931089,0.625,6,"Estimate",10,1.15,0.47,6,"Estimate","Fig 3","Male chow (Control) 3hf(maternal)male (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0157483569681391,0.00623540879188566,-0.301862519804841,0.206235408791886
"94","ES_94","Dunn2011","Dunn_Bale","Dunn2011fmfm","Dunn2011fmfm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-f-m",140,"Standard","Body_Weight","None","g",26.15384615,1.480460834,0.604395604,6,"Estimate",25.22,0.67,0.27,6,"Estimate","Fig 3","Male chow (Control) 3hf(maternal)male (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",-0.036358929464838,0.000651664461582022,-0.756472050765711,0.200651664461582
"95","ES_95","Dunn2011","Dunn_Bale","Dunn2011fmfm","Dunn2011fmfm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-f-m",140,"Standard","Glucose_TT","GTT","mg/dl",24363.7640449438,4773.62826657259,2134.83146067416,5,"Estimate",19061.797752809,3062.03128941334,1369.38202247191,5,"Estimate","Fig4","Male chow (Control) 3hf(maternal)male (treatment)","Very hard to extract data from figures, need to double check",-0.245410733857287,0.0128386821913462,-0.198617408985188,0.262838682191346
"96","ES_96","Dunn2011","Dunn_Bale","Dunn2011fmfm","Dunn2011fmfm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-f-m",140,"Standard","Insulin_TT","ITT","%",115.429906542056,21.7546426596007,9.72897196261682,5,"Estimate",100.710280373832,14.7329712536201,6.58878504672898,5,"Estimate","Fig 4","Male chow (Control) 3hf(maternal)male (treatment)","Very hard to extract data from figures, need to double check; %glucose ?",-0.136415592347812,0.0113840963566958,-0.253323673454887,0.261384096356696
"97","ES_97","Dunn2011","Dunn_Bale","Dunn2011fmmf","Dunn2011fmmf_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-m-f",21,"Standard","Body_Weight","None","g",9.189189189,1.32404851,0.540540541,6,"Estimate",9.86,0.99,0.41,6,"Estimate","Fig 3","Female chow (Control) 3hf(paternal)female (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0704584636691497,0.00514042436104181,-0.361202895339086,0.205140424361042
"98","ES_98","Dunn2011","Dunn_Bale","Dunn2011fmmf","Dunn2011fmmf_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-m-f",140,"Standard","Body_Weight","None","g",22.45614035,0.644602564,0.263157895,6,"Estimate",23.55,1.4,0.57,6,"Estimate","Fig 3","Female chow (Control) 3hf(paternal)female (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0475617314223766,0.00072633954904252,0.728031837146982,0.200726339549043
"99","ES_99","Dunn2011","Dunn_Bale","Dunn2011fmmf","Dunn2011fmmf_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-m-f",140,"Standard","Glucose_TT","GTT","mg/dl",19806.6298342542,2890.82821400525,1292.81767955801,5,"Estimate",18248.6187845304,2538.74016229948,1135.3591160221,5,"Estimate","Fig4","Female chow (Control) 3hf(paternal)female (treatment)","Very hard to extract data from figures, need to double check",-0.0819273276429332,0.00813128106553065,-0.04794775377848,0.258131281065531
"100","ES_100","Dunn2011","Dunn_Bale","Dunn2011fmmf","Dunn2011fmmf_2",2,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Female","f-m-m-f",140,"Standard","Insulin_TT","ITT","%",104.991891891892,7.7234996628236,3.45405405405405,5,"Estimate",100.686486486486,11.4764678088435,5.13243243243243,5,"Estimate","Fig 4","Female chow (Control) 3hf(paternal)female (treatment)","Very hard to extract data from figures, need to double check; %glucose ?",-0.0418715321440078,0.00368068634330094,0.437902608018812,0.253680686343301
"101","ES_101","Dunn2011","Dunn_Bale","Dunn2011fmmm","Dunn2011fmmm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-m-m",21,"Standard","Body_Weight","None","g",9.84375,1.530931089,0.625,6,"Estimate",10.47,1.53,0.62,6,"Estimate","Fig 3","Male chow (Control) 3hf(paternal)male (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.061677288856539,0.00759032620498845,-0.0622856586640551,0.207590326204988
"102","ES_102","Dunn2011","Dunn_Bale","Dunn2011fmmm","Dunn2011fmmm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-m-m",140,"Standard","Body_Weight","None","g",26.15384615,1.480460834,0.604395604,6,"Estimate",26.26,1.08,0.44,6,"Estimate","Fig 3","Male chow (Control) 3hf(paternal)male (treatment)","Control groups not separated by F2 parent, grouped together it seems, data re-extracted, almost imposible to extract any more data, have contacted author for raw data",0.0040506088730387,0.000815944766059733,-0.319442981370334,0.20081594476606
"103","ES_103","Dunn2011","Dunn_Bale","Dunn2011fmmm","Dunn2011fmmm_1",1,"Maternal High-Fat Diet Effects on Third-Generation Female Body Size via the Paternal Lineage","Endocrinology",2011,"Mouse","C57BL/6","One-off","Female","D12451","ResearchDiets D12451; manufacturer; high-fat diet (45%) close to D12451",24,41,24,4.76,20.2,34.5,45.4,0.585,0.369,-42,49,91,"6 weeks before mating, gestation, lactation","F3","Male","f-m-m-m",140,"Standard","Glucose_TT","GTT","mg/dl",24363.7640449438,4773.62826657259,2134.83146067416,5,"Estimate",19125,2622.3550017027,1172.75280898876,5,"Estimate","Fig4","Male chow (Control) 3hf(paternal)male (treatment)","Very hard to extract data from figures, need to double check",-0.242100568636833,0.0114380211857308,-0.356933320352636,0.261438021185731
